community_board,garden_name,address,size,neighborhood_name,latitude,longitude,borough,name,overall_pop,race_white,race_black,race_asian,race_latino,race_other,age0to17,age18to24,age25to44,age45to64,age65plus,on_time_hs_grad,not_complete_hs,hs_some_college,college_higher,poverty,rent_burden,obesity,hypertension,life_expectancy,self_rep_health,avg_org_value,avg_rev_value,avg_tot_appropriated
B03,Plenty: Food For All,Hunterfly Place and Atlantic Avenue,0.062,NA,NA,NA,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B18,Ponderosa Garden,664 East 105th Street,0.092,NA,40.649609,-73.897009,Brooklyn,Flatlands and Canarsie,195264,26,59,5,8,2,23,9,27,28,13,80,13,48,40,15,50,30,37,82,89,1135968.026058632,1135345.276872964,NA
B02,Poplar Street Community Garden,Poplar Street,0.028,Brooklyn Heights,NA,NA,Brooklyn,Fort Greene and Brooklyn Heights,117046,46,27,9,14,4,15,9,44,20,12,75,11,25,64,12,39,24,25,80.6,86,2125094.788617886,2297045.4991869917,156000
B05,Poppa & Momma Jones Historical Garden,337 Van Siclen Avenue,0.138,East New York,40.671728,-73.890057,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B16,Powell Street Block Association - Powell St,633 Powell Street,0.019,Brownsville,40.658459,-73.901057,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B16,Powell Street Garden-Livonia,Powell Street,0.459,Brownsville,NA,NA,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B01,Powers Street Garden,276-278 Powers Street,0.115,NA,40.712955,-73.939721,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B16,Preston Community Garden,1711 Park Place,0.58,Brownsville,40.671827,-73.920811,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
Q06,Project Eden,Kessel Street,0.108,Forest Hills,NA,NA,Queens,Rego Park and Forest Hills,115119,51,3,30,14,2,16,5,31,28,19,91,8,30,62,16,50,19,28,84.4,82,6355262.608333333,6257326.983333333,328000
B01,Project Roots Garden,94 - 110 Walton St.,0.172,NA,40.702631,-73.948631,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B05,Prophecy Garden Church of God of Prophecy,43-69 Malta Street,0.505,East New York,40.659475,-73.895603,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B08,Prospect Heights Community Farm,252-256 St. Marks Avenue,0.193,Prospect Heights,40.678319,-73.967513,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
M11,Pueblo Unido,1659 Madison Avenue,0.054,East Harlem,40.796474,-73.9474,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
X03,Rainbow Block Association.,379 East 159th Street,0.174,Melrose,40.823086000000004,-73.914947,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,463588.23529411765,514203.76470588235,NA
B08,Ralph-Lincoln Service Center,1652-1654 St. John's Place,0.163,Brownsville,40.670152,-73.923242,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
X09,Randall Community Garden (Taylor Soundview Block Association),Randall Avenue,0.232,NA,NA,NA,Bronx,Parkchester and Soundview,184105,2,30,7,59,2,25,10,29,24,12,69,30,47,23,26,55,32,34,79.7,72,1902324.7391304348,1914136.3333333333,225000
B03,Red Gate Garden,604 Marcy Avenue,0.086,Bed-Stuy,40.693796,-73.948905,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B07,Red Hook Farm/Added Value,558 Columbia Street,NA,Red Hook,40.672562,-74.008692,Brooklyn,Sunset Park,132721,23,3,30,42,2,22,9,39,21,9,75,41,29,30,29,57,24,27,82.6,74,2751369.8088235296,2805587.268382353,380666.6666666667
B01,Red Shed Garden (GREC),Humbolt Street,0.123,NA,NA,NA,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
M03,Relaxation Garden (Suen Dragon Garden),209 Avenue B,0.063,East Village,40.72859,-73.978637,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
M10,Rev. Linnette C. Williamson Memorial Park,65-67 W. 128th Street,0.057,West Harlem,40.809144,-73.942758,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
M12,RING Garden - Riverside Inwood Neighborhood Garden,1835 Riverside Drive,0.115,Inwood,NA,NA,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
X07,Risse Street Community Garden (Triangle Park),2 East Mosholu Parkway,0.694,NA,NA,NA,Bronx,Kingsbridge Heights and Bedford,148163,6,18,7,67,1,26,11,31,23,9,70,32,45,23,26,61,33,35,79.4,67,3740352.3928571427,3729102.3928571427,350000
X06,River Garden,1086 East 180th Street,0.44,West Farms,40.842204,-73.876529,Bronx,Belmont and East Tremont,87476,6,25,1,67,1,29,14,28,20,9,61,36,45,19,31,60,36,32,77.7,69,1545195.8333333333,1628117.7333333334,175666.66666666666
M09,Riverside Valley Community Garden,Riverside Park/138th Street,0.115,Hamilton Heights,NA,NA,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
X04,Roberto Clemente Community Garden,1272-1280 Shakespeare Avenue,0.254,Highbridge,40.839017,-73.922729,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
M11,Rodale Pleasant Park Community Garden,437-39 East 114th Street/448-450 East 115th Street,0.225,East Harlem,NA,NA,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
B14,Rogers/Tilden/Veronica Place Block Association,2601-2603 Tilden Avenue.,0.158,NA,40.646757,-73.952588,Brooklyn,Flatbush and Midwood,165543,37,35,11,15,2,25,9,29,24,13,75,18,39,43,22,57,28,31,82.4,77,1794807.296803653,1817277.1369863013,195753.125
M03,Sam & Sadie Koenig Garden,237 E. 7th Street,0.04,East Village,40.723877,-73.97835,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B13,Santos White Garden,2110 Mermaid Avenue,0.141,Coney Island,40.576242,-73.988189,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,71,18,37,45,24,55,28,31,80.4,70,5339519.774193549,5376204.198924731,266666.6666666667
X02,Schomburg Satellite Academy H.S.,869 E 164th Street,0.032,Morrisania,40.82331,-73.899259,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,593876.6363636364,604940.2727272727,265000
Q14,Seagirt Community Garden,3003 Seagirt Boulevard.,0.138,Far Rockaway,40.595964,-73.763133,Queens,Rockaway and Broad Channel,114390,33,40,3,22,2,26,8,25,26,14,71,22,43,35,18,53,32,34,76.5,75,3423594.900763359,3686362.809160305,288166.6666666667
B03,Seasons of Vision,9-11 Rochester Avenue,0.083,NA,40.678834,-73.927378,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
M03,Secret Garden,293-297 East 4th Street,0.05,East Village,40.722464,-73.980569,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B13,Senior Citizens Block Association of Mermaid Avenue,2917-2923 West 20th Street,NA,Coney Island,40.575997,-73.986807,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,71,18,37,45,24,55,28,31,80.4,70,5339519.774193549,5376204.198924731,266666.6666666667
M09,Serenity Gardens,522 West 146th Street,0.091,Hamilton Heights,40.826254,-73.947965,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
B05,Sheffield South Block Association,673 Sheffield Avenue,0.087,East New York,40.660557,-73.893175,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
X04,Sheridan Manor Community Garden,1340 Sheridan Avenue,0.195,NA,40.837275,-73.913574,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
X04,Sherman Avenue Community Garden,953-955 Sherman Avenue,0.11,NA,40.828252,-73.91911,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
B05,Shield of Faith,79-85 Montauk Street,0.172,East New York,NA,NA,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B03,Shiloh Garden Inc.,323-325 Monroe Street,0.074,NA,40.686076,-73.945381,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B16,Shma Yisrael,2084-90 Pacific Street,0.145,Bed-Stuy,40.675795,-73.915903,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B08,Society for Preservation of Weeksville,1688-1696 Bergen Street,0.351,NA,40.674829,-73.926867,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
X01,South Bronx High School - Unity Garden,701 St. Ann's Avenue,0.023,Melrose,40.81825,-73.91103,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B03,Spencer Street Community Garden,230A Spencer Street,0.043,Bed-Stuy,40.691602,-73.954593,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
X01,St. Anns Block Garden Association,666-68 St. Ann's Avenue,0.029,NA,40.817078,-73.911494,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B05,St. John Cantius Parish,476-484 New Jersey Avenue,0.183,East New York,40.667535,-73.893737,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B08,St. Johns Place Renaissance Garden,1642 St. John's Place,0.089,Brownsville,40.670169,-73.92352,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
B08,St. Marks Avenue/ Prospect Heights Community Garden,207 St. Marks Avenue,0.075,Prospect Heights,40.67871,-73.96929,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
B16,St. Marks Block Association,"455,457-63 Ralph Avenue",0.196,Brownsville,NA,NA,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B03,Stars of Hope Community Garden,213 Madison Street,0.033,NA,40.684681,-73.950996,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B16,Sterling Community Group,"1701,1713,1715 Sterling Place",0.116,Brownsville,NA,NA,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B05,Success Garden,461 Williams Avenue,0.918,NA,40.664659,-73.897865,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
M03,Suffolk Street Community Garden,174 Suffolk Street,0.053,Lower East Side,40.720933,-73.985083,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
M09,Sugar Hill Park,339-341 Edgecombe Avenue.,0.069,NA,40.826462,-73.941811,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
B06,Summit Street Community Garden,281-283 Columbia Street,0.103,Red Hook,40.682578,-74.003869,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
B03,Sumpter Community Garden,182 Sumpter Street,0.057,NA,40.680246,-73.917693,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B01,Sunshine Community Garden,99-100 McKibben Street,0.115,Williamsburg,40.70508,-73.944013,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B13,Surf Side Garden,2829 Surf Avenue,NA,Coney Island,40.572905,-73.994741,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,71,18,37,45,24,55,28,31,80.4,70,5339519.774193549,5376204.198924731,266666.6666666667
X04,Taqwa Community Farm,90 W 164th Street,0.49,Highbridge,40.832559,-73.928305,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
X04,Target (Bronx) Community Garden (Anderson Avenue Community Garden),1001 Anderson Avenue,0.253,Highbridge,40.832284,-73.927189,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
B03,Target (Brooklyn) Community Garden (Bedford Avenue Block Association Garden),931-933 Bedford Avenue,0.092,Bed-Stuy,40.692061,-73.955631,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
M11,Target East Harlem Community Garden,415-421 East 117th Street,0.163,East Harlem,40.79645,-73.934347,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
M11,Target East Harlem Community Garden (St. Mark's Monastery 2),429-433 East 117th Street,0.142,East Harlem,40.796357,-73.934119,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
B01,Ten Eyck Houses HDFC,15-17 Ten Eyck Street,0.114,East Williamsburg,40.709598,-73.950072,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B05,Thomas Jefferson High School,642-648 Blake Avenue,0.036,East New York,40.667777,-73.895164,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B05,TLC Sculpture Park,271 Glenmore Avenue,0.172,East New York,40.672509,-73.900636,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
X05,Townsend Garden (Mt. Hope Housing Co.),1735 Walton Avenue,0.15,Mt. Eden,40.846592,-73.910938,Bronx,Fordham and University Heights,136151,1,27,2,69,1,28,12,29,23,8,66,34,46,20,34,65,34,37,79.9,67,1281900,1281900,206500
M03,Toyota Childrens Learning Garden (Coradan Evaeden),603 East 11th Street,0.037,East Village,40.727311,-73.979074,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B03,Tranquility Farm,267 Throop Ave.,NA,NA,40.694666,-73.943253,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
X06,Tremont Community Garden,S/W/C E. 178th St. & LaFontaine Avenue.,0.057,NA,NA,NA,Bronx,Belmont and East Tremont,87476,6,25,1,67,1,29,14,28,20,9,61,36,45,19,31,60,36,32,77.7,69,1545195.8333333333,1628117.7333333334,175666.66666666666
B05,"Triple R/Relaxation, Reflection, Revenue (Victoria Garden)",613 Hendrix Street,NA,East New York,40.666544,-73.887795,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
Q01,Two Coves Garden,30th Avenue & Main Avenue & Astoria Boulevard,0.77,NA,NA,NA,Queens,Long Island City and Astoria,199969,43,10,16,29,2,16,10,41,22,12,78,16,33,50,18,47,19,23,83.4,79,3680614.814516129,3672338.5322580645,558461.5384615385
B05,United Community Centers Site I,285 - 303 New Lots Avenue,0.546,NA,40.660713,-73.895655,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B03,United Herkimer Garden Club,97 Herkimer Street,0.055,NA,40.679691,-73.950448,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
M10,Unity Garden,53-55 West 128th Street,0.129,West Harlem,40.809031,-73.942488,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
B13,Unity Tower Tenant Association,1917-23 Surf Avenue,0.21,Coney Island,40.575064,-73.985961,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,71,18,37,45,24,55,28,31,80.4,70,5339519.774193549,5376204.198924731,266666.6666666667
B05,Upon This Rock Community Garden,2556 Pitkin Avenue.,0.081,East New York,40.674543,-73.877838,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
M03,Vamos Sembrar: For the Beloved and Otherwise Forgotten,198 Avenue B,0.023,NA,40.728258,-73.978901,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B03,Van Buren Street Garden,49 Van Buren Street,NA,NA,40.690036,-73.943557,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B03,Vernon (Throop Avenue Block Assoc.),253 Throop Avenue,0.039,Bed-Stuy,40.695179,-73.943354,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B03,Vernon New Harvest,42-48 Vernon Avenue,0.165,Bed-Stuy,40.694461,-73.950534,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B03,Vernon T&T Block Assoc.,200 Vernon Ave.,0.046,Bed-Stuy,40.695196,-73.944122,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B13,Victory Garden,Shell Road,0.174,Coney Island,NA,NA,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,71,18,37,45,24,55,28,31,80.4,70,5339519.774193549,5376204.198924731,266666.6666666667
X03,Victory Garden - Crotona Park,Fulton Avenue / 171 St / Crotona Park South,0.463,NA,NA,NA,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,463588.23529411765,514203.76470588235,NA
B03,Victory Gardens Group,953 Gates Avenue,0.152,NA,40.688836,-73.92789,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
M11,Villa Santurce Jardinera - 112th Street,74 E. 112th Street,0.045,East Harlem,40.796895,-73.945424,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
M11,Villa Santurce Jardineras - Park Avenue,Park Avenue,0.09,East Harlem,NA,NA,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
X01,Vogue Community Garden,431 E. 156th Street,0.047,Melrose,40.820531,-73.914448,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B08,Walt L. Shamal Community Garden,1093-1095 Dean Street,0.149,Crown Heights,40.677263,-73.953835,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
X07,Walton High School,2780 Reservoir Avenue,0.046,Kingsbridge Heights,40.870293,-73.898309,Bronx,Kingsbridge Heights and Bedford,148163,6,18,7,67,1,26,11,31,23,9,70,32,45,23,26,61,33,35,79.4,67,3740352.3928571427,3729102.3928571427,350000
X01,Wanaqua Garden,460-464 E. 136th Street,0.228,NA,40.807068,-73.922098,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B06,Warren-St.Marks Community Garden,623 Warren Street,0.057,Park Slope,40.68082,-73.979402,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
X09,Waterfront Community Garden,2008 Gildersleeve Avenue,0.27,Soundview,40.809962,-73.85071,Bronx,Parkchester and Soundview,184105,2,30,7,59,2,25,10,29,24,12,69,30,47,23,26,55,32,34,79.7,72,1902324.7391304348,1914136.3333333333,225000
B03,Welcome Home Garden,681 Halsey Street,0.059,Bed-Stuy,40.684676,-73.924963,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
M07,West 104th Street Garden,6-10 W. 104th Street/ 14-18 W. 104th Street,0.38,Upper West Side,NA,NA,Manhattan,Upper West Side,214744,66,7,9,15,2,15,5,34,27,18,83,6,16,78,9,40,10,21,84.7,93,2592841.5122807017,2611023.3614035086,314375
M09,West 111th Street People's Garden,1036-53 Amsterdam Avenue,0.109,Upper West Side,40.803674,-73.963366,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
M10,West 124th Street Community Garden,West 124th Street and 5th Avenue,0.046,NA,NA,NA,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
M10,West 131st Street Community Garden,34 West 131st Street,NA,Harlem,40.81071,-73.940702,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
M10,West 132nd Street Garden,108-114 W. 132nd Street,0.171,Central Harlem,40.812454,-73.942882,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
M12,West 181st Street Beautification Project,814 West 181st Street,0.046,Washington Heights,40.851073,-73.938894,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
M07,West 87th Street Park & Garden,55-57 West 87th Street,0.09,Upper West Side,40.786617,-73.970356,Manhattan,Upper West Side,214744,66,7,9,15,2,15,5,34,27,18,83,6,16,78,9,40,10,21,84.7,93,2592841.5122807017,2611023.3614035086,314375
B08,Westbrook Memorial Garden,1233 Pacific Street,0.118,Crown Heights,40.677792,-73.951866,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
R01,Westervelt Community & Family Garden,143 Westervelt Avenue,0.011,NA,40.644392,-74.084861,Staten Island,St. George and Stapleton,181484,38,22,9,30,2,24,10,27,26,13,73,15,48,37,21,51,24,26,79,77,649692.0030959753,633706.334365325,415000
M09,William A. Harris Garden,NWC of 153rd St & St. Nicholas,NA,NA,NA,NA,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
M10,William B. Washington Memorial Garden,321-325 West 126th Street,0.09,NA,40.811116,-73.9513,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
